,political_review,date,cleaned_text,cleaned_text1,cleaned_text2,LabelFromVADER,TopicNumber,TopicName,label
86,There is 'urgent need' for Egypt and Ethiopia to reach GERD deal: US envoy to African Horn,2021-11-02,there is urgent need for egypt and ethiopia to reach gerd deal us envoy to african horn,urgent need reach deal envoy african horn,"['urgent', 'need', 'reach', 'deal', 'envoy', 'african', 'horn']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
87,Parliament approves traffic law amendments lowering driving age for motorcycles,2021-11-01,parliament approves traffic law amendments lowering driving age for motorcycles,parliament approve traffic law amendment lower drive age motorcycle,"['parliament', 'approve', 'traffic', 'law', 'amendment', 'lower', 'drive', 'age', 'motorcycle']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
88,"Sisi, Qatar’s Tamim meet for second time since resumption of relations ",2021-11-01,sisi qatar s tamim meet for second time since resumption of relations ,sisi second time resumption relation,"['sisi', 'second', 'time', 'resumption', 'relation']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
89,President Sisi heads to Britain to participate in COP26,2021-10-31,president sisi heads to britain to participate in cop26,sisi head participate,"['sisi', 'head', 'participate']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
90,Veteran leftist politician Abdel-Ghaffar Shukr passes away at the age of 85,2021-10-31,veteran leftist politician abdel ghaffar shukr passes away at the age of 85,veteran leftist pass away age,"['veteran', 'leftist', 'pass', 'away', 'age']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
91,Egypt's parliament to discuss new amendments to anti-terror law,2021-10-30,egypt is parliament to discuss new amendments to anti terror law,parliament discuss new amendment anti terror law,"['parliament', 'discuss', 'new', 'amendment', 'anti', 'terror', 'law']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
92,Ethiopia’s unilateral GERD actions harm Egypt and Sudan: Irrigation minister,2021-10-29,ethiopia s unilateral gerd actions harm egypt and sudan irrigation minister,unilateral action harm,"['unilateral_action', 'harm']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
93,"EU welcomes end to state of emergency, new strategy for human rights in Egypt: Ambassador",2021-10-28,eu welcomes end to state of emergency new strategy for human rights in egypt ambassador,welcome end state emergency new strategy human right,"['welcome', 'end', 'state', 'emergency', 'new', 'strategy', 'human_right']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
94,NCHR hails Sisi's decision to not extend state of emergency as 'key step to bolstering human rights',2021-10-26,nchr hails sisi is decision to not extend state of emergency as key step to bolstering human rights ,sisi decision extend state emergency key step bolster human right,"['sisi', 'decision', 'extend', 'state', 'emergency', 'key', 'step', 'bolster', 'human_right']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
95,Revoking state of emergency reflects state of stability: Egyptian political parties,2021-10-26,revoking state of emergency reflects state of stability egyptian political parties,revoke state emergency reflect state stability egyptian political party,"['revoke', 'state', 'emergency', 'reflect', 'state', 'stability', 'egyptian', 'political', 'party']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
96,President Sisi signs law on water resources and irrigation,2021-10-26,president sisi signs law on water resources and irrigation,sign law water resource irrigation,"['sign', 'law', 'water', 'resource', 'irrigation']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
97,"Egypt will not extend state of emergency, says President Sisi",2021-10-26,egypt will not extend state of emergency says president sisi,will extend state emergency say sisi,"['will', 'extend', 'state', 'emergency', 'say', 'sisi']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
98,"Foreign Ministry deplores Israeli announcement of tenders for over 1,300 settlement units",2021-10-26,foreign ministry deplores israeli announcement of tenders for over 1 300 settlement units,deplore israeli announcement tender settlement unit,"['deplore', 'israeli', 'announcement', 'tender', 'settlement', 'unit']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
99,Egypt's Senate approves new law that maximises the economic value of biological resources,2021-10-25,egypt is senate approves new law that maximises the economic value of biological resources,approve new law maximise economic value biological resource,"['approve', 'new', 'law', 'maximise', 'economic', 'value', 'biological', 'resource']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
100,Egypt's Senate to discuss new law on access and sharing of biological resources ,2021-10-24,egypt is senate to discuss new law on access and sharing of biological resources ,discuss new law access sharing biological resource,"['discuss', 'new', 'law', 'access', 'sharing', 'biological', 'resource']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
101,"Sisi calls for 'binding, balanced deal' on GERD 'as soon as possible and without further delay'",2021-10-24,sisi calls for binding balanced deal on gerd as soon as possible and without further delay ,sisi call bind balanced deal gerd as soon possible further delay,"['sisi', 'call', 'bind', 'balanced', 'deal', 'gerd', 'as', 'soon', 'possible', 'further', 'delay']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
102,"Egypt, Qatar seek further economic cooperation: Officials",2021-10-22,egypt qatar seek further economic cooperation officials,seek further economic cooperation official,"['seek', 'further', 'economic', 'cooperation', 'official']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
103,"House’s approval of EGP 5 billion loan for EgyptAir a hard win, but will it be effective?",2021-10-21,house s approval of egp 5 billion loan for egyptair a hard win but will it be effective ,approval loan hard win will effective,"['approval', 'loan', 'hard', 'win', 'will', 'effective']",pos,1,Political Leaders in Egypt,Political Leaders in Egypt_pos
104,Egypt's Sisi attends graduation ceremony for police cadets,2021-10-20,egypt is sisi attends graduation ceremony for police cadets,sisi attend graduation ceremony police cadet,"['sisi', 'attend', 'graduation', 'ceremony', 'police', 'cadet']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
105,Egyptian MPs approve amendment toughening penalties on bullying disabled persons,2021-10-19,egyptian mps approve amendment toughening penalties on bullying disabled persons,approve amendment toughening penalty bully disabled person,"['approve', 'amendment', 'toughening', 'penalty', 'bully', 'disabled', 'person']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
106,Egyptian MPs provisionally approve law encouraging private participation in infrastructure projects,2021-10-17,egyptian mps provisionally approve law encouraging private participation in infrastructure projects,provisionally approve law encourage private participation infrastructure project,"['provisionally', 'approve', 'law', 'encourage', 'private', 'participation', 'infrastructure', 'project']",pos,1,Political Leaders in Egypt,Political Leaders in Egypt_pos
107,"'Egypt will continue building awareness, reforming religious discourse': Sisi at Moulid El-Nabi celebration",2021-10-17, egypt will continue building awareness reforming religious discourse sisi at moulid el nabi celebration,will continue build awareness reform religious discourse sisi celebration,"['will', 'continue', 'build', 'awareness', 'reform', 'religious_discourse', 'sisi', 'celebration']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
108,Egypt's parliament to discuss host of economic legislation and int'l agreements this week,2021-10-16,egypt is parliament to discuss host of economic legislation and int l agreements this week,parliament discuss host economic legislation int l agreement week,"['parliament', 'discuss', 'host', 'economic', 'legislation', 'int', 'agreement', 'week']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
109,Gypto Pharma will transform Egypt to a pharmaceutical regional hub: Chairman of Medicine City,2021-10-16,gypto pharma will transform egypt to a pharmaceutical regional hub chairman of medicine city,will transform pharmaceutical regional hub chairman,"['will', 'transform', 'pharmaceutical', 'regional', 'hub', 'chairman']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
110,Egypt’s academic institutions can develop pharmaceutical industry: Higher education minister,2021-10-16,egypt s academic institutions can develop pharmaceutical industry higher education minister,academic institution can develop pharmaceutical industry high education minister,"['academic', 'institution', 'can', 'develop', 'pharmaceutical', 'industry', 'high', 'education', 'minister']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
111,Larger Middle East saw 140 terror attacks in September; Iraq and Afghanistan most stricken nations: NCS report,2021-10-13,larger middle east saw 140 terror attacks in september iraq and afghanistan most stricken nations ncs report,large see terror attack most stricken report,"['large', 'see', 'terror', 'attack', 'most', 'stricken', 'report']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
112,Egypt and South Korea to set up a parliamentary friendship association,2021-10-11,egypt and south korea to set up a parliamentary friendship association,set parliamentary friendship association,"['set', 'parliamentary', 'friendship', 'association']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
113,Egyptian parliament's Budget Committee to discuss new General Unified Finance Law on Monday,2021-10-10,egyptian parliament is budget committee to discuss new general unified finance law on monday,egyptian discuss new general unify finance law,"['egyptian', 'discuss', 'new', 'general', 'unify', 'finance', 'law']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
